"Дата";"Время";"Канал 12: Цифровой вход";"Канал 13: Цифровой вход";"Канал 14: Цифровой вход";"Канал 15: Цифровой вход";
"08.11.2018";"09:55:44.040";1;1;0;1;
"08.11.2018";"09:56:14.040";1;1;0;1;
"08.11.2018";"09:56:44.040";1;1;0;1;
"08.11.2018";"09:57:14.040";1;1;0;1;
"08.11.2018";"09:57:44.040";1;1;0;1;
"08.11.2018";"09:58:14.040";1;1;0;1;
"08.11.2018";"09:58:44.040";1;1;0;1;
"08.11.2018";"09:59:14.040";1;1;0;1;
"08.11.2018";"09:59:44.040";1;1;0;1;
"08.11.2018";"10:00:14.040";1;1;0;1;
"08.11.2018";"10:00:44.040";1;1;0;1;
"08.11.2018";"10:01:14.040";1;1;0;1;
"08.11.2018";"10:01:44.040";1;1;0;1;
"08.11.2018";"10:02:14.040";1;1;0;1;
"08.11.2018";"10:02:44.040";1;1;0;1;
"08.11.2018";"10:03:14.040";1;1;0;1;
"08.11.2018";"10:03:44.040";1;1;0;1;
"08.11.2018";"10:04:14.040";1;1;0;1;
"08.11.2018";"10:04:44.040";1;1;0;1;
"08.11.2018";"10:05:14.040";1;1;0;1;
"08.11.2018";"10:05:44.040";1;1;0;1;
"08.11.2018";"10:06:14.040";1;1;0;1;
"08.11.2018";"10:06:44.040";1;1;0;1;
"08.11.2018";"10:07:14.040";1;1;0;1;
"08.11.2018";"10:07:44.040";1;1;0;1;
"08.11.2018";"10:08:14.040";1;1;0;1;
"08.11.2018";"10:08:44.040";1;1;0;1;
"08.11.2018";"10:09:14.040";1;1;0;1;
"07.11.2018";"12:55:34.661";1;1;0;1;
"07.11.2018";"13:00:34.661";1;1;0;1;
"07.11.2018";"13:05:34.661";1;1;0;1;
"07.11.2018";"13:03:49.000";1;1;0;1;
"07.11.2018";"13:08:49.000";1;1;0;1;
"07.11.2018";"13:13:49.000";1;1;0;1;
"07.11.2018";"13:18:49.000";1;1;0;1;
"07.11.2018";"13:23:49.000";1;1;0;1;
"07.11.2018";"13:28:49.000";1;1;0;1;
"07.11.2018";"13:33:49.000";1;1;0;1;
"07.11.2018";"13:38:49.020";1;1;0;1;
"07.11.2018";"13:38:49.520";1;1;0;1;
"07.11.2018";"13:38:50.020";1;1;0;1;
"07.11.2018";"13:38:50.520";1;1;0;1;
"07.11.2018";"13:38:51.020";1;1;0;1;
"07.11.2018";"13:38:51.520";1;1;0;1;
"07.11.2018";"13:38:52.020";1;1;0;1;
"07.11.2018";"13:38:52.520";1;1;0;1;
"07.11.2018";"13:38:53.020";1;1;0;1;
"07.11.2018";"13:38:53.520";1;1;0;1;
"07.11.2018";"13:38:54.020";1;1;0;1;
"07.11.2018";"13:38:54.520";1;1;0;1;
"07.11.2018";"13:38:55.020";1;1;0;1;
"07.11.2018";"13:38:55.520";1;1;0;1;
"07.11.2018";"13:38:56.020";1;1;0;1;
"07.11.2018";"13:38:56.520";1;1;0;1;
"07.11.2018";"13:38:57.020";1;1;0;1;
"07.11.2018";"13:38:57.520";1;1;0;1;
"07.11.2018";"13:38:58.020";1;1;0;1;
"07.11.2018";"13:38:58.520";1;1;0;1;
"07.11.2018";"13:38:59.020";1;1;0;1;
"07.11.2018";"13:38:59.520";1;1;0;1;
"07.11.2018";"13:39:00.020";1;1;0;1;
"07.11.2018";"13:39:00.520";1;1;0;1;
"07.11.2018";"13:39:01.020";1;1;0;1;
"07.11.2018";"13:39:01.520";1;1;0;1;
"07.11.2018";"13:39:02.020";1;1;0;1;
"07.11.2018";"13:39:02.520";1;1;0;1;
"07.11.2018";"13:39:03.020";1;1;0;1;
"07.11.2018";"13:39:03.520";1;1;0;1;
"07.11.2018";"13:39:04.020";1;1;0;1;
"07.11.2018";"13:39:04.520";1;1;0;1;
"07.11.2018";"13:39:05.020";1;1;0;1;
"07.11.2018";"13:39:05.520";1;1;0;1;
"07.11.2018";"13:39:06.020";1;1;0;1;
"07.11.2018";"13:39:06.520";1;1;0;1;
"07.11.2018";"13:39:07.020";1;1;0;1;
"07.11.2018";"13:39:07.520";1;1;0;1;
"07.11.2018";"13:39:08.020";1;1;0;1;
"07.11.2018";"13:39:08.520";1;1;0;1;
"07.11.2018";"13:39:09.020";1;1;0;1;
"07.11.2018";"13:39:09.520";1;1;0;1;
"07.11.2018";"13:39:10.020";1;1;0;1;
"07.11.2018";"13:39:10.520";1;1;0;1;
"07.11.2018";"13:39:11.020";1;1;0;1;
"07.11.2018";"13:39:11.520";1;1;0;1;
"07.11.2018";"13:39:12.020";1;1;0;1;
"07.11.2018";"13:39:12.520";1;1;0;1;
"07.11.2018";"13:39:13.020";1;1;0;1;
"07.11.2018";"13:39:13.520";1;1;0;1;
"07.11.2018";"13:39:14.020";1;1;0;1;
"07.11.2018";"13:39:14.520";1;1;0;1;
"07.11.2018";"13:39:15.020";1;1;0;1;
"07.11.2018";"13:39:15.520";1;1;0;1;
"07.11.2018";"13:39:16.020";1;1;0;1;
"07.11.2018";"13:39:16.520";1;1;0;1;
"07.11.2018";"13:39:17.020";1;1;0;1;
"07.11.2018";"13:39:17.520";1;1;0;1;
"07.11.2018";"13:39:18.020";1;1;0;1;
"07.11.2018";"13:39:18.520";1;1;0;1;
"07.11.2018";"13:39:19.020";1;1;0;1;
"07.11.2018";"13:39:19.520";1;1;0;1;
"07.11.2018";"13:39:20.020";1;1;0;1;
"07.11.2018";"13:39:20.520";1;1;0;1;
"07.11.2018";"13:39:21.020";1;1;0;1;
"07.11.2018";"13:39:21.520";1;1;0;1;
"07.11.2018";"13:39:22.020";1;1;0;1;
"07.11.2018";"13:39:22.520";1;1;0;1;
"07.11.2018";"13:39:23.020";1;1;0;1;
"07.11.2018";"13:39:23.520";1;1;0;1;
"07.11.2018";"13:39:24.020";1;1;0;1;
"07.11.2018";"13:39:24.520";1;1;0;1;
"07.11.2018";"13:39:25.020";1;1;0;1;
"07.11.2018";"13:39:25.520";1;1;0;1;
"07.11.2018";"13:39:26.020";1;1;0;1;
"07.11.2018";"13:39:26.520";1;1;0;1;
"07.11.2018";"13:39:27.020";1;1;0;1;
"07.11.2018";"13:39:27.520";1;1;0;1;
"07.11.2018";"13:39:28.020";1;1;0;1;
"07.11.2018";"13:39:28.520";1;1;0;1;
"07.11.2018";"13:39:29.020";1;1;0;1;
"07.11.2018";"13:39:29.520";1;1;0;1;
"07.11.2018";"13:39:30.020";1;1;0;1;
"07.11.2018";"13:39:30.520";1;1;0;1;
"07.11.2018";"13:39:31.020";1;1;0;1;
"07.11.2018";"13:39:31.520";1;1;0;1;
"07.11.2018";"13:39:32.020";1;1;0;1;
"07.11.2018";"13:39:32.520";1;1;0;1;
"07.11.2018";"13:39:33.020";1;1;0;1;
"07.11.2018";"13:39:33.520";1;1;0;1;
"07.11.2018";"13:39:34.020";1;1;0;1;
"07.11.2018";"13:39:34.520";1;1;0;1;
"07.11.2018";"13:39:35.020";1;1;0;1;
"07.11.2018";"13:39:35.520";1;1;0;1;
"07.11.2018";"13:39:36.020";1;1;0;1;
"07.11.2018";"13:39:36.520";1;1;0;1;
"07.11.2018";"13:39:37.020";1;1;0;1;
"07.11.2018";"13:39:37.520";1;1;0;1;
"07.11.2018";"13:39:38.020";1;1;0;1;
"07.11.2018";"13:39:38.520";1;1;0;1;
"07.11.2018";"13:39:39.020";1;1;0;1;
"07.11.2018";"13:39:39.520";1;1;0;1;
"07.11.2018";"13:39:40.020";1;1;0;1;
"07.11.2018";"13:39:40.520";1;1;0;1;
"07.11.2018";"13:39:41.020";1;1;0;1;
"07.11.2018";"13:39:41.520";1;1;0;1;
"07.11.2018";"13:39:42.020";1;1;0;1;
"07.11.2018";"13:39:42.520";1;1;0;1;
"07.11.2018";"13:39:43.020";1;1;0;1;
"07.11.2018";"13:39:43.520";1;1;0;1;
"07.11.2018";"13:39:44.020";1;1;0;1;
"07.11.2018";"13:39:44.520";1;1;0;1;
"07.11.2018";"13:39:45.020";1;1;0;1;
"07.11.2018";"13:39:45.520";1;1;0;1;
"07.11.2018";"13:39:46.020";1;1;0;1;
"07.11.2018";"13:39:46.520";1;1;0;1;
"07.11.2018";"13:39:47.020";1;1;0;1;
"07.11.2018";"13:39:47.520";1;1;0;1;
"07.11.2018";"13:39:48.020";1;1;0;1;
"07.11.2018";"13:39:48.520";1;1;0;1;
"07.11.2018";"13:39:49.020";1;1;0;1;
"07.11.2018";"13:39:49.520";1;1;0;1;
"07.11.2018";"13:39:50.020";1;1;0;1;
"07.11.2018";"13:39:50.520";1;1;0;1;
"07.11.2018";"13:39:51.020";1;1;0;1;
"07.11.2018";"13:39:51.520";1;1;0;1;
"07.11.2018";"13:39:52.020";1;1;0;1;
"07.11.2018";"13:39:52.520";1;1;0;1;
"07.11.2018";"13:39:53.020";1;1;0;1;
"07.11.2018";"13:39:53.520";1;1;0;1;
"07.11.2018";"13:39:54.020";1;1;0;1;
"07.11.2018";"13:39:54.520";1;1;0;1;
"07.11.2018";"13:39:55.020";1;1;0;1;
"07.11.2018";"13:39:55.520";1;1;0;1;
"07.11.2018";"13:39:56.020";1;1;0;1;
"07.11.2018";"13:39:56.520";1;1;0;1;
"07.11.2018";"13:39:57.020";1;1;0;1;
"07.11.2018";"13:39:57.520";1;1;0;1;
"07.11.2018";"13:39:58.020";1;1;0;1;
"07.11.2018";"13:39:58.520";1;1;0;1;
"07.11.2018";"13:39:59.020";1;1;0;1;
"07.11.2018";"13:39:59.520";1;1;0;1;
"07.11.2018";"13:40:00.020";1;1;0;1;
"07.11.2018";"13:40:00.520";1;1;0;1;
"07.11.2018";"13:40:01.020";1;1;0;1;
"07.11.2018";"13:40:01.520";1;1;0;1;
"07.11.2018";"13:40:02.020";1;1;0;1;
"07.11.2018";"13:40:02.520";1;1;0;1;
"07.11.2018";"13:40:03.020";1;1;0;1;
"07.11.2018";"13:40:03.520";1;1;0;1;
"07.11.2018";"13:40:04.020";1;1;0;1;
"07.11.2018";"13:40:04.520";1;1;0;1;
"07.11.2018";"13:40:05.020";1;1;0;1;
"07.11.2018";"13:40:05.520";1;1;0;1;
"07.11.2018";"13:40:06.020";1;1;0;1;
"07.11.2018";"13:40:06.520";1;1;0;1;
"07.11.2018";"13:40:07.020";1;1;0;1;
"07.11.2018";"13:40:07.520";1;1;0;1;
"07.11.2018";"13:40:08.020";1;1;0;1;
"07.11.2018";"13:40:08.520";1;1;0;1;
"07.11.2018";"13:40:09.020";1;1;0;1;
"07.11.2018";"13:40:09.520";1;1;0;1;
"07.11.2018";"13:40:10.020";1;1;0;1;
"07.11.2018";"13:40:10.520";1;1;0;1;
"07.11.2018";"13:40:11.020";1;1;0;1;
"07.11.2018";"13:40:11.520";1;1;0;1;
"07.11.2018";"13:40:12.020";1;1;0;1;
"07.11.2018";"13:40:12.520";1;1;0;1;
"07.11.2018";"13:40:13.020";1;1;0;1;
"07.11.2018";"13:40:13.520";1;1;0;1;
"07.11.2018";"13:40:14.020";1;1;0;1;
"07.11.2018";"13:40:14.520";1;1;0;1;
"07.11.2018";"13:40:15.020";1;1;0;1;
"07.11.2018";"13:40:15.520";1;1;0;1;
"07.11.2018";"13:40:16.020";1;1;0;1;
"07.11.2018";"13:40:16.520";1;1;0;1;
"07.11.2018";"13:40:17.020";1;1;0;1;
"07.11.2018";"13:40:17.520";1;1;0;1;
"07.11.2018";"13:40:18.020";1;1;0;1;
"07.11.2018";"13:40:18.520";1;1;0;1;
"07.11.2018";"13:40:19.020";1;1;0;1;
"07.11.2018";"13:40:19.520";1;1;0;1;
"07.11.2018";"13:40:20.020";1;1;0;1;
"07.11.2018";"13:40:20.520";1;1;0;1;
"07.11.2018";"13:40:21.020";1;1;0;1;
"07.11.2018";"13:40:21.520";1;1;0;1;
"07.11.2018";"13:40:22.020";1;1;0;1;
"07.11.2018";"13:40:22.520";1;1;0;1;
"07.11.2018";"13:40:23.020";1;1;0;1;
"07.11.2018";"13:40:23.520";1;1;0;1;
"07.11.2018";"13:40:24.020";1;1;0;1;
"07.11.2018";"13:40:24.520";1;1;0;1;
"07.11.2018";"13:40:25.020";1;1;0;1;
"07.11.2018";"13:40:25.520";1;1;0;1;
"07.11.2018";"13:40:26.020";1;1;0;1;
"07.11.2018";"13:40:26.520";1;1;0;1;
"07.11.2018";"13:40:27.020";1;1;0;1;
"07.11.2018";"13:40:27.520";1;1;0;1;
"07.11.2018";"13:40:28.020";1;1;0;1;
"07.11.2018";"13:40:28.520";1;1;0;1;
"07.11.2018";"13:40:29.020";1;1;0;1;
"07.11.2018";"13:40:29.520";1;1;0;1;
"07.11.2018";"13:40:30.020";1;1;0;1;
"07.11.2018";"13:40:30.520";1;1;0;1;
"07.11.2018";"13:40:31.020";1;1;0;1;
"07.11.2018";"13:40:31.520";1;1;0;1;
"07.11.2018";"13:40:32.020";1;1;0;1;
"07.11.2018";"13:40:32.520";1;1;0;1;
"07.11.2018";"13:40:33.020";1;1;0;1;
"07.11.2018";"13:40:33.520";1;1;0;1;
"07.11.2018";"13:40:34.020";1;1;0;1;
"07.11.2018";"13:40:34.520";1;1;0;1;
"07.11.2018";"13:40:35.020";1;1;0;1;
"07.11.2018";"13:40:35.520";1;1;0;1;
"07.11.2018";"13:40:36.020";1;1;0;1;
"07.11.2018";"13:40:36.520";1;1;0;1;
"07.11.2018";"13:40:37.020";1;1;0;1;
"07.11.2018";"13:40:37.520";1;1;0;1;
"07.11.2018";"13:40:38.020";1;1;0;1;
"07.11.2018";"13:40:38.520";1;1;0;1;
"07.11.2018";"13:40:39.020";1;1;0;1;
"07.11.2018";"13:40:39.520";1;1;0;1;
"07.11.2018";"13:40:40.020";1;1;0;1;
"07.11.2018";"13:40:40.520";1;1;0;1;
"07.11.2018";"13:40:41.020";1;1;0;1;
"07.11.2018";"13:40:41.520";1;1;0;1;
"07.11.2018";"13:40:42.020";1;1;0;1;
"07.11.2018";"13:40:42.520";1;1;0;1;
"07.11.2018";"13:40:43.020";1;1;0;1;
"07.11.2018";"13:40:43.520";1;1;0;1;
"07.11.2018";"13:40:44.020";1;1;0;1;
"07.11.2018";"13:41:14.040";1;1;0;1;
"07.11.2018";"13:41:44.040";1;1;0;1;
"07.11.2018";"13:42:14.040";1;1;0;1;
"07.11.2018";"13:42:44.040";1;1;0;1;
"07.11.2018";"13:43:14.040";1;1;0;1;
"07.11.2018";"13:43:44.040";1;1;0;1;
"07.11.2018";"13:44:14.040";1;1;0;1;
"07.11.2018";"13:44:44.040";1;1;0;1;
"07.11.2018";"13:45:14.040";1;1;0;1;
"07.11.2018";"13:45:44.040";1;1;0;1;
"07.11.2018";"13:46:14.040";1;1;0;1;
"07.11.2018";"13:46:44.040";1;1;0;1;
"07.11.2018";"13:47:14.040";1;1;0;1;
"07.11.2018";"13:47:44.040";1;1;0;1;
"07.11.2018";"13:48:14.040";1;1;0;1;
"07.11.2018";"13:48:44.040";1;1;0;1;
"07.11.2018";"13:49:14.040";1;1;0;1;
"07.11.2018";"13:49:44.040";1;1;0;1;
"07.11.2018";"13:50:14.040";1;1;0;1;
"07.11.2018";"13:50:44.040";1;1;0;1;
"07.11.2018";"13:51:14.040";1;1;0;1;
"07.11.2018";"13:51:44.040";1;1;0;1;
"07.11.2018";"13:52:14.040";1;1;0;1;
"07.11.2018";"13:52:44.040";1;1;0;1;
"07.11.2018";"13:53:14.040";1;1;0;1;
"07.11.2018";"13:53:44.040";1;1;0;1;
"07.11.2018";"13:54:14.040";1;1;0;1;
"07.11.2018";"13:54:44.040";1;1;0;1;
"07.11.2018";"13:55:14.040";1;1;0;1;
"07.11.2018";"13:55:44.040";1;1;0;1;
"07.11.2018";"13:56:14.040";1;1;0;1;
"07.11.2018";"13:56:44.040";1;1;0;1;
"07.11.2018";"13:57:14.040";1;1;0;1;
"07.11.2018";"13:57:44.040";1;1;0;1;
"07.11.2018";"13:58:14.040";1;1;0;1;
"07.11.2018";"13:58:44.040";1;1;0;1;
"07.11.2018";"13:59:14.040";1;1;0;1;
"07.11.2018";"13:59:44.040";1;1;0;1;
"07.11.2018";"14:00:14.040";1;1;0;1;
"07.11.2018";"14:00:44.040";1;1;0;1;
"07.11.2018";"14:01:14.040";1;1;0;1;
"07.11.2018";"14:01:44.040";1;1;0;1;
"07.11.2018";"14:02:14.040";1;1;0;1;
"07.11.2018";"14:02:44.040";1;1;0;1;
"07.11.2018";"14:03:14.040";1;1;0;1;
"07.11.2018";"14:03:44.040";1;1;0;1;
"07.11.2018";"14:04:14.040";1;1;0;1;
"07.11.2018";"14:04:44.040";1;1;0;1;
"07.11.2018";"14:05:14.040";1;1;0;1;
"07.11.2018";"14:05:44.040";1;1;0;1;
"07.11.2018";"14:06:14.040";1;1;0;1;
"07.11.2018";"14:06:44.040";1;1;0;1;
"07.11.2018";"14:07:14.040";1;1;0;1;
"07.11.2018";"14:07:44.040";1;1;0;1;
"07.11.2018";"14:08:14.040";1;1;0;1;
"07.11.2018";"14:08:44.040";1;1;0;1;
"07.11.2018";"14:09:14.040";1;1;0;1;
"07.11.2018";"14:09:44.040";1;1;0;1;
"07.11.2018";"14:10:14.040";1;1;0;1;
"07.11.2018";"14:10:44.040";1;1;0;1;
"07.11.2018";"14:11:14.040";1;1;0;1;
"07.11.2018";"14:11:44.040";1;1;0;1;
"07.11.2018";"14:12:14.040";1;1;0;1;
"07.11.2018";"14:12:44.040";1;1;0;1;
"07.11.2018";"14:13:14.040";1;1;0;1;
"07.11.2018";"14:13:44.040";1;1;0;1;
"07.11.2018";"14:14:14.040";1;1;0;1;
"07.11.2018";"14:14:44.040";1;1;0;1;
"07.11.2018";"14:15:14.040";1;1;0;1;
"07.11.2018";"14:15:44.040";1;1;0;1;
"07.11.2018";"14:16:14.040";1;1;0;1;
"07.11.2018";"14:16:44.040";1;1;0;1;
"07.11.2018";"14:17:14.040";1;1;0;1;
"07.11.2018";"14:17:44.040";1;1;0;1;
"07.11.2018";"14:18:14.040";1;1;0;1;
"07.11.2018";"14:18:44.040";1;1;0;1;
"07.11.2018";"14:19:14.040";1;1;0;1;
"07.11.2018";"14:19:44.040";1;1;0;1;
"07.11.2018";"14:20:14.040";1;1;0;1;
"07.11.2018";"14:20:44.040";1;1;0;1;
"07.11.2018";"14:21:14.040";1;1;0;1;
"07.11.2018";"14:21:44.040";1;1;0;1;
"07.11.2018";"14:22:14.040";1;1;0;1;
"07.11.2018";"14:22:44.040";1;1;0;1;
"07.11.2018";"14:23:14.040";1;1;0;1;
"07.11.2018";"14:23:44.040";1;1;0;1;
"07.11.2018";"14:24:14.040";1;1;0;1;
"07.11.2018";"14:24:44.040";1;1;0;1;
"07.11.2018";"14:25:14.040";1;1;0;1;
"07.11.2018";"14:25:44.040";1;1;0;1;
"07.11.2018";"14:26:14.040";1;1;0;1;
"07.11.2018";"14:26:44.040";1;1;0;1;
"07.11.2018";"14:27:14.040";1;1;0;1;
"07.11.2018";"14:27:44.040";1;1;0;1;
"07.11.2018";"14:28:14.040";1;1;0;1;
"07.11.2018";"14:28:44.040";1;1;0;1;
"07.11.2018";"14:29:14.040";1;1;0;1;
"07.11.2018";"14:29:44.040";1;1;0;1;
"07.11.2018";"14:30:14.040";1;1;0;1;
"07.11.2018";"14:30:44.040";1;1;0;1;
"07.11.2018";"14:31:14.040";1;1;0;1;
"07.11.2018";"14:31:44.040";1;1;0;1;
"07.11.2018";"14:32:14.040";1;1;0;1;
"07.11.2018";"14:32:44.040";1;1;0;1;
"07.11.2018";"14:33:14.040";1;1;0;1;
"07.11.2018";"14:33:44.040";1;1;0;1;
"07.11.2018";"14:34:14.040";1;1;0;1;
"07.11.2018";"14:34:44.040";1;1;0;1;
"07.11.2018";"14:35:14.040";1;1;0;1;
"07.11.2018";"14:35:44.040";1;1;0;1;
"07.11.2018";"14:36:14.040";1;1;0;1;
"07.11.2018";"14:36:44.040";1;1;0;1;
"07.11.2018";"14:37:14.040";1;1;0;1;
"07.11.2018";"14:37:44.040";1;1;0;1;
"07.11.2018";"14:38:14.040";1;1;0;1;
"07.11.2018";"14:38:44.040";1;1;0;1;
"07.11.2018";"14:39:14.040";1;1;0;1;
"07.11.2018";"14:39:44.040";1;1;0;1;
"07.11.2018";"14:40:14.040";1;1;0;1;
"07.11.2018";"14:40:44.040";1;1;0;1;
"07.11.2018";"14:41:14.040";1;1;0;1;
"07.11.2018";"14:41:44.040";1;1;0;1;
"07.11.2018";"14:42:14.040";1;1;0;1;
"07.11.2018";"14:42:44.040";1;1;0;1;
"07.11.2018";"14:43:14.040";1;1;0;1;
"07.11.2018";"14:43:44.040";1;1;0;1;
"07.11.2018";"14:44:14.040";1;1;0;1;
"07.11.2018";"14:44:44.040";1;1;0;1;
"07.11.2018";"14:45:14.040";1;1;0;1;
"07.11.2018";"14:45:44.040";1;1;0;1;
"07.11.2018";"14:46:14.040";1;1;0;1;
"07.11.2018";"14:46:44.040";1;1;0;1;
"07.11.2018";"14:47:14.040";1;1;0;1;
"07.11.2018";"14:47:44.040";1;1;0;1;
"07.11.2018";"14:48:14.040";1;1;0;1;
"07.11.2018";"14:48:44.040";1;1;0;1;
"07.11.2018";"14:49:14.040";1;1;0;1;
"07.11.2018";"14:49:44.040";1;1;0;1;
"07.11.2018";"14:50:14.040";1;1;0;1;
"07.11.2018";"14:50:44.040";1;1;0;1;
"07.11.2018";"14:51:14.040";1;1;0;1;
"07.11.2018";"14:51:44.040";1;1;0;1;
"07.11.2018";"14:52:14.040";1;1;0;1;
"07.11.2018";"14:52:44.040";1;1;0;1;
"07.11.2018";"14:53:14.040";1;1;0;1;
"07.11.2018";"14:53:44.040";1;1;0;1;
"07.11.2018";"14:54:14.040";1;1;0;1;
"07.11.2018";"14:54:44.040";1;1;0;1;
"07.11.2018";"14:55:14.040";1;1;0;1;
"07.11.2018";"14:55:44.040";1;1;0;1;
"07.11.2018";"14:56:14.040";1;1;0;1;
"07.11.2018";"14:56:44.040";1;1;0;1;
"07.11.2018";"14:57:14.040";1;1;0;1;
"07.11.2018";"14:57:44.040";1;1;0;1;
"07.11.2018";"14:58:14.040";1;1;0;1;
"07.11.2018";"14:58:44.040";1;1;0;1;
"07.11.2018";"14:59:14.040";1;1;0;1;
"07.11.2018";"14:59:44.040";1;1;0;1;
"07.11.2018";"15:00:14.040";1;1;0;1;
"07.11.2018";"15:00:44.040";1;1;0;1;
"07.11.2018";"15:01:14.040";1;1;0;1;
"07.11.2018";"15:01:44.040";1;1;0;1;
"07.11.2018";"15:02:14.040";1;1;0;1;
"07.11.2018";"15:02:44.040";1;1;0;1;
"07.11.2018";"15:03:14.040";1;1;0;1;
"07.11.2018";"15:03:44.040";1;1;0;1;
"07.11.2018";"15:04:14.040";1;1;0;1;
"07.11.2018";"15:04:44.040";1;1;0;1;
"07.11.2018";"15:05:14.040";1;1;0;1;
"07.11.2018";"15:05:44.040";1;1;0;1;
"07.11.2018";"15:06:14.040";1;1;0;1;
"07.11.2018";"15:06:44.040";1;1;0;1;
"07.11.2018";"15:07:14.040";1;1;0;1;
"07.11.2018";"15:07:44.040";1;1;0;1;
"07.11.2018";"15:08:14.040";1;1;0;1;
"07.11.2018";"15:08:44.040";1;1;0;1;
"07.11.2018";"15:09:14.040";1;1;0;1;
"07.11.2018";"15:09:44.040";1;1;0;1;
"07.11.2018";"15:10:14.040";1;1;0;1;
"07.11.2018";"15:10:44.040";1;1;0;1;
"07.11.2018";"15:11:14.040";1;1;0;1;
"07.11.2018";"15:11:44.040";1;1;0;1;
"07.11.2018";"15:12:14.040";1;1;0;1;
"07.11.2018";"15:12:44.040";1;1;0;1;
"07.11.2018";"15:13:14.040";1;1;0;1;
"07.11.2018";"15:13:44.040";1;1;0;1;
"07.11.2018";"15:14:14.040";1;1;0;1;
"07.11.2018";"15:14:44.040";1;1;0;1;
"07.11.2018";"15:15:14.040";1;1;0;1;
"07.11.2018";"15:15:44.040";1;1;0;1;
"07.11.2018";"15:16:14.040";1;1;0;1;
"07.11.2018";"15:16:44.040";1;1;0;1;
"07.11.2018";"15:17:14.040";1;1;0;1;
"07.11.2018";"15:17:44.040";1;1;0;1;
"07.11.2018";"15:18:14.040";1;1;0;1;
"07.11.2018";"15:18:44.040";1;1;0;1;
"07.11.2018";"15:19:14.040";1;1;0;1;
"07.11.2018";"15:19:44.040";1;1;0;1;
"07.11.2018";"15:20:14.040";1;1;0;1;
"07.11.2018";"15:20:44.040";1;1;0;1;
"07.11.2018";"15:21:14.040";1;1;0;1;
"07.11.2018";"15:21:44.040";1;1;0;1;
"07.11.2018";"15:22:14.040";1;1;0;1;
"07.11.2018";"15:22:44.040";1;1;0;1;
"07.11.2018";"15:23:14.040";1;1;0;1;
"07.11.2018";"15:23:44.040";1;1;0;1;
"07.11.2018";"15:24:14.040";1;1;0;1;
"07.11.2018";"15:24:44.040";1;1;0;1;
"07.11.2018";"15:25:14.040";1;1;0;1;
"07.11.2018";"15:25:44.040";1;1;0;1;
"07.11.2018";"15:26:14.040";1;1;0;1;
"07.11.2018";"15:26:44.040";1;1;0;1;
"07.11.2018";"15:27:14.040";1;1;0;1;
"07.11.2018";"15:27:44.040";1;1;0;1;
"07.11.2018";"15:28:14.040";1;1;0;1;
"07.11.2018";"15:28:44.040";1;1;0;1;
"07.11.2018";"15:29:14.040";1;1;0;1;
"07.11.2018";"15:29:44.040";1;1;0;1;
"07.11.2018";"15:30:14.040";1;1;0;1;
"07.11.2018";"15:30:44.040";1;1;0;1;
"07.11.2018";"15:31:14.040";1;1;0;1;
"07.11.2018";"15:31:44.040";1;1;0;1;
"07.11.2018";"15:32:14.040";1;1;0;1;
"07.11.2018";"15:32:44.040";1;1;0;1;
"07.11.2018";"15:33:14.040";1;1;0;1;
"07.11.2018";"15:33:44.040";1;1;0;1;
"07.11.2018";"15:34:14.040";1;1;0;1;
"07.11.2018";"15:34:44.040";1;1;0;1;
"07.11.2018";"15:35:14.040";1;1;0;1;
"07.11.2018";"15:35:44.040";1;1;0;1;
"07.11.2018";"15:36:14.040";1;1;0;1;
"07.11.2018";"15:36:44.040";1;1;0;1;
"07.11.2018";"15:37:14.040";1;1;0;1;
"07.11.2018";"15:37:44.040";1;1;0;1;
"07.11.2018";"15:38:14.040";1;1;0;1;
"07.11.2018";"15:38:44.040";1;1;0;1;
"07.11.2018";"15:39:14.040";1;1;0;1;
"07.11.2018";"15:39:44.040";1;1;0;1;
"07.11.2018";"15:40:14.040";1;1;0;1;
"07.11.2018";"15:40:44.040";1;1;0;1;
"07.11.2018";"15:41:14.040";1;1;0;1;
"07.11.2018";"15:41:44.040";1;1;0;1;
"07.11.2018";"15:42:14.040";1;1;0;1;
"07.11.2018";"15:42:44.040";1;1;0;1;
"07.11.2018";"15:43:14.040";1;1;0;1;
"07.11.2018";"15:43:44.040";1;1;0;1;
"07.11.2018";"15:44:14.040";1;1;0;1;
"07.11.2018";"15:44:44.040";1;1;0;1;
"07.11.2018";"15:45:14.040";1;1;0;1;
"07.11.2018";"15:45:44.040";1;1;0;1;
"07.11.2018";"15:46:14.040";1;1;0;1;
"07.11.2018";"15:46:44.040";1;1;0;1;
"07.11.2018";"15:47:14.040";1;1;0;1;
"07.11.2018";"15:47:44.040";1;1;0;1;
"07.11.2018";"15:48:14.040";1;1;0;1;
"07.11.2018";"15:48:44.040";1;1;0;1;
"07.11.2018";"15:49:14.040";1;1;0;1;
"07.11.2018";"15:49:44.040";1;1;0;1;
"07.11.2018";"15:50:14.040";1;1;0;1;
"07.11.2018";"15:50:44.040";1;1;0;1;
"07.11.2018";"15:51:14.040";1;1;0;1;
"07.11.2018";"15:51:44.040";1;1;0;1;
"07.11.2018";"15:52:14.040";1;1;0;1;
"07.11.2018";"15:52:44.040";1;1;0;1;
"07.11.2018";"15:53:14.040";1;1;0;1;
"07.11.2018";"15:53:44.040";1;1;0;1;
